Link,Line,Dir,Order,From NLC,From ASC,From Station,To NLC,To ASC,To Station,Total,Early,AM Peak,Midday,PM Peak,Evening,Late,0500-0515,0515-0530,0530-0545,0545-0600,0600-0615,0615-0630,0630-0645,0645-0700,0700-0715,0715-0730,0730-0745,0745-0800,0800-0815,0815-0830,0830-0845,0845-0900,0900-0915,0915-0930,0930-0945,0945-1000,1000-1015,1015-1030,1030-1045,1045-1100,1100-1115,1115-1130,1130-1145,1145-1200,1200-1215,1215-1230,1230-1245,1245-1300,1300-1315,1315-1330,1330-1345,1345-1400,1400-1415,1415-1430,1430-1445,1445-1500,1500-1515,1515-1530,1530-1545,1545-1600,1600-1615,1615-1630,1630-1645,1645-1700,1700-1715,1715-1730,1730-1745,1745-1800,1800-1815,1815-1830,1830-1845,1845-1900,1900-1915,1915-1930,1930-1945,1945-2000,2000-2015,2015-2030,2030-2045,2045-2100,2100-2115,2115-2130,2130-2145,2145-2200,2200-2215,2215-2230,2230-2245,2245-2300,2300-2315,2315-2330,2330-2345,2345-0000,0000-0015,0015-0030,0030-0045,0045-0100,0100-0115,0115-0130,0130-0145,0145-0200,0200-0215,0215-0230,0230-0245,0245-0300,0300-0315,0315-0330,0330-0345,0345-0400,0400-0415,0415-0430,0430-0445,0445-0500
LAPd_DLR_IB>DERd_DLR_IB@DLR,DLR,IB,43,853,LAPd,Langdon Park,867,DERd,Devons Road,229,14,40,72,41,36,26,0,1,1,2,2,2,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,3,4,3,3,4,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DERd_DLR_IB>BOCd_DLR_IB@DLR,DLR,IB,44,867,DERd,Devons Road,851,BOCd,Bow Church,229,14,40,72,40,37,26,0,1,1,2,2,2,2,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOCd_DLR_IB>PMLd_DLR_IB@DLR,DLR,IB,45,851,BOCd,Bow Church,859,PMLd,Pudding Mill Lane,229,13,40,72,41,36,27,0,1,1,1,3,1,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,3,4,3,3,4,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMLd_DLR_IB>SFDu_DLRs_IB@DLR,DLR,IB,46,859,PMLd,Pudding Mill Lane,719,SFDu,Stratford,220,13,39,68,39,34,27,0,0,2,1,3,1,3,3,3,4,3,3,4,3,3,4,3,3,4,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,4,3,4,3,3,4,3,3,4,3,3,4,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFDu_DLRs_OB>PMLd_DLR_OB@DLR,DLR,OB,1,719,SFDu,Stratford,859,PMLd,Pudding Mill Lane,230,12,40,73,40,36,29,0,1,1,2,2,1,2,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMLd_DLR_OB>BOCd_DLR_OB@DLR,DLR,OB,2,859,PMLd,Pudding Mill Lane,851,BOCd,Bow Church,230,12,40,72,40,37,29,0,1,1,2,2,1,2,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOCd_DLR_OB>DERd_DLR_OB@DLR,DLR,OB,3,851,BOCd,Bow Church,867,DERd,Devons Road,230,11,40,73,40,37,29,0,1,1,2,2,1,2,2,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DERd_DLR_OB>LAPd_DLR_OB@DLR,DLR,OB,4,867,DERd,Devons Road,853,LAPd,Langdon Park,230,11,40,72,40,37,30,0,0,2,1,2,2,2,2,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAPd_DLR_OB>ALSd_DLR_OB@DLR,DLR,OB,5,853,LAPd,Langdon Park,850,ALSd,All Saints,230,11,40,72,40,37,30,0,0,2,1,2,2,1,3,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALSd_DLR_OB>POPd_DLRs_OB@DLR,DLR,OB,6,850,ALSd,All Saints,858,POPd,Poplar,230,10,40,73,40,37,30,0,0,2,1,2,2,1,2,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BNKu_DLR_OB>SHAd_DLR_OB@DLR,DLR,OB,7,513,BNKu,Bank and Monument,860,SHAd,Shadwell DLR,347,22,60,108,60,55,42,0,0,3,2,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,4,5,4,5,4,5,4,5,4,4,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGd_DLR_OB>SHAd_DLR_OB@DLR,DLR,OB,8,864,TOGd,Tower Gateway,860,SHAd,Shadwell DLR,122,10,20,37,20,19,16,0,1,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHAd_DLR_OB>LIMd_DLR_OB@DLR,DLR,OB,9,860,SHAd,Shadwell DLR,862,LIMd,Limehouse DLR,470,32,80,145,79,75,59,0,0,5,4,5,5,6,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIMd_DLR_OB>WESd_DLR_OB@DLR,DLR,OB,10,862,LIMd,Limehouse DLR,865,WESd,Westferry,470,31,80,145,79,75,60,0,0,4,5,4,5,6,7,6,7,7,6,7,7,6,7,7,6,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WESd_DLR_OB>CAWd_DLRc_OB@DLR,DLR,OB,11,865,WESd,Westferry,842,CAWd,Canary Wharf DLR,228,11,40,73,40,37,27,0,0,1,2,1,2,2,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POPd_DLRs_OB>WIQd_DLR_OB@DLR,DLR,OB,12,858,POPd,Poplar,866,WIQd,West India Quay,235,11,40,76,40,37,31,0,0,1,2,1,2,2,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,3,4,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WIQd_DLR_OB>CAWd_DLRs_OB@DLR,DLR,OB,13,866,WIQd,West India Quay,842,CAWd,Canary Wharf DLR (Stratford),235,10,41,76,40,37,31,0,0,1,2,1,2,2,2,4,3,3,4,3,3,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAWd_DLRs_OB>HEQd_DLR_OB@DLR,DLR,OB,14,842,CAWd,Canary Wharf DLR (Stratford),855,HEQd,Heron Quays,51,1,20,5,19,6,0,0,0,0,0,0,0,0,1,1,2,2,1,2,2,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAWd_DLRc_OB>HEQd_DLR_OB@DLR,DLR,OB,14,842,CAWd,Canary Wharf DLR,855,HEQd,Heron Quays,235,18,40,72,40,37,28,0,1,2,3,2,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEQd_DLR_OB>SOQd_DLR_OB@DLR,DLR,OB,15,855,HEQd,Heron Quays,861,SOQd,South Quay,286,18,60,78,59,43,28,0,1,2,2,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOQd_DLR_OB>CROd_DLR_OB@DLR,DLR,OB,16,861,SOQd,South Quay,854,CROd,Crossharbour,286,17,60,78,59,44,28,0,1,2,2,3,2,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CROd_DLR_OB>MUDd_DLR_OB@DLR,DLR,OB,17,854,CROd,Crossharbour,857,MUDd,Mudchute,286,16,60,78,60,43,29,0,1,1,2,3,3,3,3,6,5,4,6,5,4,6,5,4,6,5,4,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,4,6,5,4,6,5,4,6,5,4,6,5,4,6,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUDd_DLR_OB>ISGd_DLR_OB@DLR,DLR,OB,18,857,MUDd,Mudchute,856,ISGd,Island Gardens,286,16,60,78,59,44,29,0,1,1,2,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISGd_DLR_OB>CUSd_DLR_OB@DLR,DLR,OB,19,856,ISGd,Island Gardens,879,CUSd,Cutty Sark,286,16,60,77,60,44,29,0,1,1,2,3,3,2,4,5,4,6,5,4,6,5,4,6,5,4,6,5,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,5,4,6,5,4,6,5,4,6,5,4,6,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUSd_DLR_OB>GREd_DLR_OB@DLR,DLR,OB,20,879,CUSd,Cutty Sark,928,GREd,Greenwich,286,15,61,76,60,44,30,0,0,2,1,4,2,3,3,5,5,5,5,5,5,5,5,5,5,5,6,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREd_DLR_OB>DEBd_DLR_OB@DLR,DLR,OB,21,928,GREd,Greenwich,897,DEBd,Deptford Bridge,286,15,59,78,59,45,30,0,0,2,1,4,1,4,3,4,6,4,5,6,4,5,6,4,5,6,4,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,5,6,4,5,6,4,5,6,4,5,6,5,4,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEBd_DLR_OB>ELRd_DLR_OB@DLR,DLR,OB,22,897,DEBd,Deptford Bridge,898,ELRd,Elverson Road,286,15,59,78,59,45,30,0,0,2,1,4,1,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELRd_DLR_OB>LEWd_DLR_OB@DLR,DLR,OB,23,898,ELRd,Elverson Road,940,LEWd,Lewisham DLR,282,14,57,78,58,44,31,0,0,1,2,3,2,3,3,4,5,5,5,5,5,5,5,5,5,4,4,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,6,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WESd_DLR_OB>POPd_DLRc_OB@DLR,DLR,OB,24,865,WESd,Westferry,858,POPd,Poplar,242,19,40,72,40,37,34,0,0,2,3,3,3,4,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POPd_DLRc_OB>BLAd_DLR_OB@DLR,DLR,OB,25,858,POPd,Poplar,882,BLAd,Blackwall,244,20,40,73,40,37,34,0,1,3,3,3,3,4,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLAd_DLR_OB>EAId_DLR_OB@DLR,DLR,OB,26,882,BLAd,Blackwall,883,EAId,East India,247,20,40,75,39,39,34,0,1,3,2,4,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAId_DLR_OB>CNTu_DLRc_OB@DLR,DLR,OB,27,883,EAId,East India,884,CNTu,Canning Town,247,20,40,74,40,38,35,0,1,2,3,3,4,3,4,3,3,4,3,3,4,3,3,4,3,3,4,4,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STId_DLR_OB>SFDu_DLRi_OB@DLR,DLR,OB,28,504,STId,Stratford International DLR,719,SFDu,Stratford,177,11,20,69,21,32,24,0,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,2,1,2,2,1,2,2,1,2,2,1,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFDu_DLRi_OB>SHSd_DLR_OB@DLR,DLR,OB,29,719,SFDu,Stratford,749,SHSd,Stratford High Street,177,11,20,69,20,32,25,0,1,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,2,2,1,2,2,1,2,2,1,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHSd_DLR_OB>ABRd_DLR_OB@DLR,DLR,OB,30,749,SHSd,Stratford High Street,750,ABRd,Abbey Road,177,11,20,69,20,32,25,0,1,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,2,2,1,2,2,1,2,2,1,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABRd_DLR_OB>WHMu_DLR_OB@DLR,DLR,OB,31,750,ABRd,Abbey Road,757,WHMu,West Ham,177,10,20,70,20,32,25,0,0,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,1,2,2,1,2,2,1,2,2,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WHMu_DLR_OB>STLd_DLR_OB@DLR,DLR,OB,32,757,WHMu,West Ham,889,STLd,Star Lane,177,10,20,69,21,31,26,0,0,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,3,2,4,1,4,2,4,2,4,2,4,2,4,2,4,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STLd_DLR_OB>CNTu_DLRi_OB@DLR,DLR,OB,33,889,STLd,Star Lane,884,CNTu,Canning Town (Stratford),177,10,20,69,21,31,26,0,0,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,1,2,2,1,2,2,1,2,2,1,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNTu_DLRc_OB>ROVd_DLR_OB@DLR,DLR,OB,34,884,CNTu,Canning Town,886,ROVd,Royal Victoria,126,10,20,38,20,20,18,0,0,2,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,3,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNTu_DLRi_OB>ROVd_DLR_OB@DLR,DLR,OB,34,884,CNTu,Canning Town (Stratford),886,ROVd,Royal Victoria,101,2,20,35,20,16,8,0,0,0,0,0,0,0,2,2,1,2,2,1,2,2,1,2,2,1,2,1,0,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROVd_DLR_OB>CUHd_DLR_OB@DLR,DLR,OB,35,886,ROVd,Royal Victoria,887,CUHd,Custom House,227,11,40,74,40,35,27,0,0,1,2,1,2,2,3,4,3,3,4,3,3,4,3,3,4,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,4,4,3,3,4,3,3,4,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUHd_DLR_OB>PRRd_DLR_OB@DLR,DLR,OB,36,887,CUHd,Custom House,888,PRRd,Prince Regent,227,11,40,73,40,36,27,0,0,1,2,1,2,1,4,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,3,4,3,3,4,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRRd_DLR_OB>ROAd_DLR_OB@DLR,DLR,OB,37,888,PRRd,Prince Regent,890,ROAd,Royal Albert,227,11,40,73,40,36,27,0,0,1,2,1,2,1,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,3,4,3,3,4,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROAd_DLR_OB>BEPd_DLR_OB@DLR,DLR,OB,38,890,ROAd,Royal Albert,891,BEPd,Beckton Park,227,10,40,72,42,35,28,0,0,1,1,2,1,2,3,4,3,3,4,3,3,4,3,3,4,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,4,3,3,4,3,3,4,3,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEPd_DLR_OB>CYPd_DLR_OB@DLR,DLR,OB,39,891,BEPd,Beckton Park,893,CYPd,Cyprus,227,10,40,72,41,36,28,0,0,1,1,2,1,2,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,4,4,3,3,4,3,3,4,3,3,4,3,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYPd_DLR_OB>GARd_DLR_OB@DLR,DLR,OB,40,893,CYPd,Cyprus,894,GARd,Gallions Reach,227,10,40,72,41,36,28,0,0,1,1,2,1,2,3,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,3,4,3,3,4,3,3,4,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GARd_DLR_OB>BECd_DLR_OB@DLR,DLR,OB,41,894,GARd,Gallions Reach,895,BECd,Beckton,200,9,38,57,38,29,29,0,0,1,1,1,2,2,2,3,4,3,3,4,3,3,4,3,3,4,1,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,0,1,4,3,4,3,3,4,3,3,4,3,3,2,1,1,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNTu_DLRc_OB>WSId_DLR_OB@DLR,DLR,OB,42,884,CNTu,Canning Town,559,WSId,West Silvertown,121,9,20,37,19,19,17,0,0,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNTu_DLRi_OB>WSId_DLR_OB@DLR,DLR,OB,42,884,CNTu,Canning Town (Stratford),559,WSId,West Silvertown,121,11,20,36,20,19,15,0,1,2,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,3,1,2,2,1,2,2,1,2,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
