label,lat,lon,total_reduction
Grid_81,51.52082078474622,-0.2249086826650999,0.0
Grid_89,51.59846958805764,-0.019735915035015,0.0
Grid_84,51.401961812475925,-0.1001217397243821,0.0
Grid_82,51.60013031948508,-0.1207414110735322,0.0
Grid_83,51.36737923589303,-0.1877503886538103,0.0
Grid_80,51.41163960060988,-0.1428607998448076,0.0
Grid_96,51.393207124908855,-0.1148587692910893,0.0
Grid_94,51.43814071891893,-0.1130093107151177,0.0
Grid_93,51.55676911408796,-0.2235094597054823,0.0
Grid_99,51.40172798924509,-0.0857544119107511,0.0
Grid_98,51.43696129386587,-0.0411173432400805,0.0
Extra_Sydenham,51.428,-0.0415,0.0
Extra_Deptford,51.4999,-0.0384,0.0
Extra_WestCroydon1,51.3838,-0.0865,0.0
Extra_WestCroydon2,51.393,-0.1005,0.0
Extra_WestCroydon3,51.366,-0.1016,0.0
Extra_WestCroydon4,51.3748,-0.0869,0.0
